Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.28.11.241-51.11.192.49-8172-443-6,172.28.11.241,8172,51.11.192.49,443,6,31/10/2023 11:41:33 AM,839710,5,10,1045.0,4971.0,517.0,0.0,209.0,229.5364894738961,1460.0,0.0,497.1,679.29038954878,7164.378178180563,17.86330995224542,59979.285714285725,83538.9687671647,182756.0,0.0,477485.0,119371.25,136831.0961693893,282567.0,3689.0,839710.0,93301.11111111111,113002.06036113284,280500.0,0.0,0,0,0,0,100,224,5.954436650748473,11.908873301496946,0.0,1460.0,376.0,565.1631033014569,319409.33333333326,0,1,0,0,0,0,0,0,2.0,401.06666666666666,209.0,497.1,0,0,0,0,0,0,5,1045,10,4971,-1,16385,3,0,0,0,0,0,0,0,0,0,No Label
172.28.11.241-51.11.192.49-8172-443-6,172.28.11.241,8172,51.11.192.49,443,6,31/10/2023 11:41:34 AM,119465,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,259.49022726321516,25.111957477085337,59732.5,84169.04148497831,119249.0,216.0,216.0,216.0,0.0,216.0,216.0,0,0,0,0,0,0,0,0,0,40,20,16.74130498472356,8.37065249236178,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,515,1,0,0,0,0,0,0,0,0,0,No Label
172.28.11.241-51.11.192.49-8173-443-6,172.28.11.241,8173,51.11.192.49,443,6,31/10/2023 11:41:36 AM,732719,5,12,2014.0,4971.0,1339.0,0.0,402.8,564.3436010091724,1460.0,0.0,414.25,644.1884429264468,9532.986042398245,23.201254505478907,45794.9375,80215.68305468181,181019.0,0.0,370022.0,92505.5,103392.61294212464,182681.0,2966.0,732719.0,66610.81818181818,91143.62419151235,183997.0,0.0,0,0,0,0,100,276,6.8238983839643845,16.377356121514524,0.0,1460.0,388.0555555555556,594.0196542819123,352859.34967320255,0,1,0,0,0,0,0,0,2.0,410.88235294117646,402.8,414.25,0,0,0,0,0,0,5,2014,12,4971,-1,16385,3,0,0,0,0,0,0,0,0,0,No Label
172.28.11.241-51.11.192.49-8173-443-6,172.28.11.241,8173,51.11.192.49,443,6,31/10/2023 11:41:37 AM,1164,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,26632.302405498278,2577.319587628866,582.0,401.636651713959,866.0,298.0,298.0,298.0,0.0,298.0,298.0,0,0,0,0,0,0,0,0,0,40,20,1718.213058419244,859.106529209622,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,515,1,0,0,0,0,0,0,0,0,0,No Label
172.28.11.241-20.189.173.1-8179-443-6,172.28.11.241,8179,20.189.173.1,443,6,31/10/2023 11:41:44 AM,1094928,5,10,1087.0,4972.0,517.0,0.0,217.4,237.5306296038471,1460.0,0.0,497.2,679.220435499404,5533.6971928747835,13.699530928061025,78209.14285714286,127088.93758119344,284683.0,0.0,556483.0,139120.75,158730.645332221,286190.0,936.0,1094928.0,121658.66666666667,143561.72138317372,287597.0,0.0,0,0,0,0,100,224,4.566510309353675,9.13302061870735,0.0,1460.0,378.6875,565.1944466287687,319444.7625,0,1,0,0,0,0,0,0,2.0,403.93333333333334,217.4,497.2,0,0,0,0,0,0,5,1087,10,4972,-1,16385,3,0,0,0,0,0,0,0,0,0,No Label
172.28.11.241-20.189.173.1-8179-443-6,172.28.11.241,8179,20.189.173.1,443,6,31/10/2023 11:41:45 AM,882,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,35147.39229024944,3401.360544217687,441.0,451.1341263970173,760.0,122.0,122.0,122.0,0.0,122.0,122.0,0,0,0,0,0,0,0,0,0,40,20,2267.573696145125,1133.7868480725624,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,515,1,0,0,0,0,0,0,0,0,0,No Label
141.95.145.210-172.28.11.241-443-8183-6,172.28.11.241,8183,141.95.145.210,443,6,31/10/2023 11:41:48 AM,531547,5,8,280.0,2617.0,273.0,0.0,56.0,121.34455076351801,1460.0,0.0,327.125,577.483565010419,5450.12952758646,24.456915380954083,44295.58333333333,76198.12745069542,171751.0,0.0,189604.0,47401.0,84407.49192261708,173876.0,2224.0,531547.0,75935.28571428571,90274.45076305604,175123.0,0.0,0,0,0,0,100,176,9.40650591575157,15.050409465202513,0.0,1460.0,206.92857142857144,452.8204711813271,205046.37912087908,0,1,0,0,0,0,0,0,1.0,222.84615384615384,56.0,327.125,0,0,0,0,0,0,5,280,8,2617,-1,63967,2,0,0,0,0,0,0,0,0,0,No Label
141.95.145.210-172.28.11.241-80-8184-6,172.28.11.241,8184,141.95.145.210,80,6,31/10/2023 11:41:48 AM,510361,5,8,280.0,2617.0,273.0,0.0,56.0,121.34455076351801,1460.0,0.0,327.125,577.483565010419,5676.374174358934,25.472165780692492,42530.08333333333,75246.89238821316,170505.0,0.0,173123.0,43280.75,83862.28400727389,169067.0,549.0,510361.0,72908.71428571429,88828.32806733501,170505.0,0.0,0,0,0,0,100,176,9.796986838727882,15.67517894196461,0.0,1460.0,206.92857142857144,452.8204711813271,205046.37912087908,0,1,0,0,0,0,0,0,1.0,222.84615384615384,56.0,327.125,0,0,0,0,0,0,5,280,8,2617,-1,63967,2,0,0,0,0,0,0,0,0,0,No Label
172.28.11.241-204.79.197.203-8181-443-6,172.28.11.241,8181,204.79.197.203,443,6,31/10/2023 11:41:44 AM,8757868,12,55,976.0,59164.0,517.0,0.0,81.33333333333333,151.06069420379788,1460.0,0.0,1075.709090909091,611.0510275330188,6866.968079445819,7.65026373998786,132694.9696969697,1038029.2948298191,8437375.0,0.0,8714024.0,792184.0,2535686.5494441935,8437375.0,4846.0,320185.0,5929.3518518518495,14795.184859433413,55073.0,0.0,0,0,0,0,240,1124,1.3701964907440942,6.280067249243766,0.0,1460.0,884.4117647058825,679.6380124148644,461907.8279192275,0,1,0,0,0,0,0,0,4.0,897.6119402985074,81.33333333333333,1075.709090909091,0,0,0,0,0,0,12,976,55,59164,-1,16384,5,0,0,0,0,0,0,0,0,0,No Label
172.28.11.241-20.189.173.1-8182-443-6,172.28.11.241,8182,20.189.173.1,443,6,31/10/2023 11:41:45 AM,8658866,6,10,675.0,6373.0,517.0,0.0,112.5,207.99783652721007,1460.0,0.0,637.3,718.2399862008365,813.9633989023505,1.8478170236148705,577257.7333333334,2005858.2478229138,7817060.0,0.0,8391350.0,1678270.0,3434261.4733568993,7817060.0,380.0,841704.0,93522.66666666667,138567.19037798955,290639.0,0.0,0,0,0,0,120,224,0.6929313838555765,1.1548856397592941,0.0,1460.0,414.58823529411774,616.1658724344778,379660.3823529412,0,1,0,0,0,0,0,0,1.0,440.5,112.5,637.3,0,0,0,0,0,0,6,675,10,6373,-1,16382,2,0,0,0,0,0,0,0,0,0,No Label
